registration,association_name,address,type,registration_status,enforcement_status,reg_date
CR23002285,"CRISTINA CONDOMINIUM ASSOCIATION, INC.",4445 WEST 16 AVE SUITE 312 HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23002286,"THE COSMOPOLITAN RESIDENCES ON SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",110 WASHINGTON AVE. MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002287,"TEN MUSEUM PARK RESIDENTIAL CONDOMINIUM ASSOCIATION, INC.",1040 BISCAYNE BLVD MIAMI FL 33132,Condominium,Issued,No,01-31-2027
CR23002288,"UPTOWN MARINA LOFTS CONDOMINIUM ASSOCIATION, INC.",3029 NE 188 STREET AVENTURA FL 33181,Condominium,Issued,No,01-31-2027
CR23002289,"FOUR MIDTOWN MIAMI CONDOMINIUM ASSOCIATION, INC.",3301 NE 1ST AVE MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23002290,"BISCAYNE VILLAGE HOMEOWNERS ASSOCIATION, INC.",18901 SW 106TH AVE #210 MIAMI FLORIDA 33157,Homeowner,Issued,No,01-31-2027
CR23002291,"PINE GROVE CONDOMINIUM ASSOCIATION, INC.",11251 SW 88TH STREET MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR23002292,"LE PARC AT BRICKELL CONDOMINIUM ASSOCIATION, INC.",1600 SW 1 AVE MIAMI FLORIDA 33129,Condominium,Issued,No,01-31-2027
CR23002293,"BROADWATER BEACH ARMS I, INC.","6490 COLLINS AVENUE, APT 12 MIAMI BEACH FLORIDA 33141",Cooperative,Issued,No,01-31-2027
CR23002294,SOUTH POINTE TOWERS I CONDO ASSOC INC,"400 SOUTH POINTE DRIVE, SUITE 300, MIAMI BEACH, FL 33139 MIAMI BEACH FL 33139",Condominium,Issued,No,01-31-2027
CR23002295,"BILTMORE PARC CONDOMINIUM ASSOCIATION, INC.",718 VALENCIA AVE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23002296,"ARTECITY PARK MASTER ASSOCIATION, INC.",435 21 STREET MIAMI BEACH FL 33139,Condominium,Closed,Yes,01-31-2025
CR23002297,"ARTECITY GOVERNOR CONDOMINIUM ASSOCIATION, INC.",435 21ST ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002298,"ARTEPARK NORTH CONDOMINIUM ASSOCIATION, INC.",2155 WASHINGTON CT MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002300,"SOUTH BAY CLUB CONDOMINIUM ASSOCIATION, INC.",800 WEST AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002302,"BISCAYNE BEACH MIAMI CONDOMINIUM ASSOCIATION, INC.",2900 NE 7TH AVE MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23002303,"THE TOWERS OF QUAYSIDE NO. 4 CONDOMINIUM ASSOCIATION, INC.",4000 TOWERSIDE TERRACE MIAMI FL 33138,Condominium,Issued,No,01-31-2027
CR23002304,"SUTTON HOUSE CONDOMINIUM ASSOCIATION, INC.",11855 NE 19 DR HOLLYWOOD FL 33020,Condominium,Issued,No,01-31-2027
CR23002305,4701 NORTH MERIDIAN CONDOMINIUM ASSOCIATION,4701 N MERIDIAN AVENUE MIAMI BEACH FLORIDA 33140,Condominium,Issued,No,01-31-2027
CR23002306,FLORIDIAN ISLES II @ WATERSTONE II ASSOC INC,1355 WATERSTONE WAY HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002307,"MOSAIC ON MIAMI BEACH CONDOMINIUM ASSOCIATION, INC.",3801 COLLINS AVE MIAMI BEACH FLORIDA 33140,Condominium,Issued,No,01-31-2027
CR23002308,"VIZCAYNE NORTH CONDOMINIUM ASSOCIATION, INC.",253 NE 2ND. STREET MIAMI FLORIDA 33132,Condominium,Issued,No,01-31-2027
CR23002309,"ICONBRICKELL CONDOMINIUM NO. THREE ASSOCIATION, INC",485 BRICKELL AVENUE MIAMI FLORIDA 33131,Condominium,Issued,No,01-31-2027
CR23002310,"AVENTURA ISLES MASTER HOMEOWNERS' ASSOCIATION, INC.",605 NE 193 STREET MIAMI FLORIDA 33179,Master Association,Issued,No,01-31-2027
CR23002311,"COCONUT CAY HOMEOWNERS' ASSOCIATION, INC.",207TH BLOCK OF 12TH AVENUE MIAMI GARDENS FL 33169,Homeowner,Issued,No,01-31-2027
CR23002312,"MYBRICKELL CONDOMINIUM ASSOCIATION, INC.",31 SE 6TH STREET MIAMI FL 33131,Condominium,Issued,No,01-31-2027
CR23002313,"VILLA DORADA CONDOMINIUM ASSOCIATION, INC.","20250 W, COUNTRY CLUB DRIVE AVENTURA FL 33180",Condominium,Issued,No,01-31-2027
CR23002314,"BRIAR VILLAGE HOMEOWNER'S ASSOCIATION, INC.","9000 SW 152ND STREET, SUITE 102 MIAMI FL 33157",Homeowner,Issued,No,01-31-2027
CR23002315,"AKOYA CONDOMINIUM ASSOCIATION, INC.",6365 COLLINS AVE MIAMI BEACH FLORIDA 33141,Condominium,Expired,Yes,01-31-2026
CR23002316,"TOWERS OF PORTO VITA - NORTH TOWER CONDOMINIUM ASSOCIATION, INC.",20155 NE 38TH COURT AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR23002317,"PALM BAY CONDOMINIUM, INC.",770 NE 69TH ST MIAMI FL 33138,Condominium,Issued,No,01-31-2027
CR23002318,"GREEN DIAMOND CONDOMINIUM ASSOCIATION, INC.",4775 COLLINS AVENUE MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR23002319,"THE FLORIDIAN OF MIAMI BEACH CONDOMINIUM ASSOCIATION, INC.",650 WEST AVE MIAMI BEACH FLORIDA 33139,Condominium,Expired,Yes,01-31-2026
CR23002320,"BLUE CONDOMINIUM ASSOCIATION, INC.",601 NE 36TH STREET MIAMI FLORIDA 33137,Condominium,Expired,Yes,01-31-2026
CR23002321,"TREASURE OF KENDALL CONDOMINIUM ASSOCIATION, INC.","13671 SW 62 ST, UNIT 104 HIALEAH FL 33183",Condominium,Issued,No,01-31-2027
CR23002322,"VILLA VENETO CONDOMINIUM ASSOCIATION, INC.",719 MERIDAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002323,"PEPPERWOOD HOMEOWNERS ASSOCIATION, INC.",9000 SW 152ND STREET MIAMI FL 33157,Homeowner,Issued,No,01-31-2027
CR23002324,"POINT LAKE CONDOMINIUM ASSOCIATION, INC.",15350 SW 76TH TERR MIAMI FL 33193,Condominium,Issued,No,01-31-2027
CR23002325,"SWAN LAKE OWNERS ASSOCATION, INC",8870 SW 67 CT MIAMI FL 33156,Homeowner,Issued,No,01-31-2027
CR23002326,"THE TOWERS OF KENDALE LAKES CONDOMINIUM ASSOCIATION, INC.",13953 SW 66 ST MIAMI FL 33183,Condominium,Issued,No,01-31-2027
CR23002328,"SOUTH TOWER AT THE POINT CONDO ASSOCIATION, INC.",21055 YACHT CLUB DRIVE AVENTURA FLORIDA 33180,Condominium,Issued,No,01-31-2027
CR23002330,"MARINA PALMS RESIDENCES SOUTH CONDOMINIUM ASSOCIATION, INC.",17111 BISCAYNE BLVD SUITE # 2 NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23002331,MIRADOR 1200 CONDOMINIUM ASSOCIATION INC.,1200 WEST AVENUE C/O MGR'S OFFICE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23002332,"THE BENTLEY BAY CONDOMINIUM ASSOCIATION, INC.",540 WEST AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002333,"CORAL GARDENS CONDOMINIUM ASSOCIATION, INC.",3411 SW 9 TERRACE MIAMI FL 33135,Condominium,Issued,No,01-31-2027
CR23002335,"ONE TEQUESTA POINT CONDOMINIUM ASSOCIATION, INC.",888 BRICKELL KEY DR MIAMI FL 33131,Condominium,Expired,Yes,01-31-2026
CR23002336,"KING'S CREST CONDOMINIUM ASSOCIATION, INC.",6831 W 14 CT MIAMI FL 33144,Condominium,Issued,No,01-31-2027
CR23002337,"WOODSIDE IN KENDALL CONDOMINIUM ASSOCIATION, INC",9601 SW 77 AVE MIAMI FLORIDA 33156,Condominium,Issued,No,01-31-2027
CR23002339,"MARBELLA BAY HOA, INC.",1355 WATERSTONE WAY HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002340,"PEBBLEBROOK II HOA, INC.",1355 WATERSTONE WAY HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002341,"TEN ARAGON CONDOMINIUM ASSOCIATION, INC.",10 ARAGON AVENUE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23002342,"PORTOFINO OAKS PROPERTY OWNERS ASSOCIATION, INC.",1355 WATERSTONE WAY HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002343,"OCTAGON TOWERS CONDOMINIUM ASSOCIATION, INC.",1881 WASHINGTON AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002344,"LAKERIDGE TOWNHOMES HOMEOWNERS ASSOCIATION, INC.",9000 SW 152 ST MIAMI FL 33157,Homeowner,Issued,No,01-31-2027
CR23002346,"PORTOFINO PALMS PROPERTY OWNERS ASSOCIATION, INC.",1355 WATERSTONE WAY HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002347,"PORTOFINO POINTE PROPERTY OWNERS ASSOCIATION, INC.",1355 WATERSTONE WAY HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002348,ANASTASIA ROYAL CONDO ASSN INC,2050 CORAL WAY #305 MIAMI FL 33145,Condominium,Issued,No,01-31-2027
CR23002349,"NORDICA CONDOMINIUM ASSOCIATION, INC.",2525 SW 3RD AVE MIAMI FL 33129,Condominium,Issued,No,01-31-2027
CR23002350,"LAKEBELLE CONDOMINIUM NO. TWO,INC.",2740 W 5TH AVE HIALEAH FL 33010,Condominium,Issued,No,01-31-2027
CR23002351,"STRATFORD HOUSE CONDOMINIUM, INC.",2841 NE 163RD ST. NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23002353,"TURNBERRY ISLE SOUTH CONDOMINIUM ASSOCIATION, INC.",19667 TURNBERRY WAY AVENTURA FLORIDA 33180,Condominium,Issued,No,01-31-2027
CR23002357,"STONEBROOK II HOA, INC.",1355 WATERSTONE WAY HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002358,"THE ALEXANDER CONDOMINUIM ASSOCIATION, INC.",5225 COLLINS AVE MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR23002359,"RAMBLAS AT VIA VENTURA NEIGHBORHOOD ASSOCIATION, INC.",20890 SAN SIMEON WAY MIAMI FLORIDA 33179,Homeowner,Issued,No,01-31-2027
CR23002360,"DADELAND GROVE CONDOMINIUM ASSOCIATION, INC.",9000 SW 152 STREET MIAMI FL 33157,Condominium,Issued,No,01-31-2027
CR23002361,"VILLA REGINA ASSOCIATION, INC.",1581 BRICKELL AVENUE MIAMI FL 33129,Condominium,Issued,No,01-31-2027
CR23002363,"ECHO CONDOMINIUM ASSOCIATION, INC.",3300 NE 188 ST AVENTURA FLORIDA 33180,Condominium,Issued,No,01-31-2027
CR23002364,"BALI AT SOUTH BEACH CONDOMINIUM ASSOCIATION, INC",1520 - 1526 MICHIGAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002365,"COLLINS VIEW ASSOCIATION, INC.",1418 COLLINS AVE HIALEAH FL 33010-1307,Condominium,Issued,No,01-31-2027
CR23002366,"CARIBBEAN HOUSE CONDOMINIUM, INC",3665 NE 167 ST NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23002367,"SAGA BAY GARDENS CONDOMINIUM ASSOCIATION, INC.",8200 SW 210 ST MIAMI FL 33189,Condominium,Issued,No,01-31-2027
CR23002368,"CYPRESS CLUB OF KENDALE ASSOCIATION, INC.",14250 SW 62 ST MIAMI FLORIDA 33177,Condominium,Issued,No,01-31-2027
CR23002370,"THE ELYSEE CONDOMINIUM ASSOCIATION, INC.",788 NE 23RD STREET MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23002371,LINCOLN PLAZA CONDO ASSN,1400 LINCOLN RD SUITE 503 MIAMI BEACH FL 33139,Condominium,Abandoned,No,
CR23002372,"1300 PONCE CONDOMINIUM ASSOCIATION, INC.",1300 PONCE DE LEON BLVD CORAL GABLES FLORIDA 33134,Condominium,Issued,No,01-31-2027
CR23002373,"BYRON WATERVIEW CONDO ASSN., INC.",2740 W. 5TH AVE. HIALEAH FL 33010,Condominium,Expired,Yes,01-31-2026
CR23002376,"WATERSTONE II MASTER ASSOCIATION, INC.",1355 WATERSTONE WAY HOMESTEAD FL 33033,Master Association,Issued,No,01-31-2027
CR23002379,"ARTEPARK SOUTH CONDOMINIUM ASSOCIATION, INC.",2100 PARK AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002380,"FRENCH VILLAGE IN THE GROVE CONDOMINIUM ASSOCIATION, INC.",14275 SW 142 AVE MIAMI FL 33186,Condominium,Issued,No,01-31-2027
CR23002381,"CALUSA POINT ASSOCIATION, INC.",12964 SW 133 CT MIAMI FLORIDA 33177,Homeowner,Issued,No,01-31-2027
CR23002382,"VILLAS DEL CAMPO COMMUNITY ASSOCIATION, INC.",24551 SW 109 PLACE MIAMI FL 33032,Master Association,Issued,No,01-31-2027
CR23002383,"PLACE ROYALE HOMEOWNERS ASSOCIATION, INC .",14575 SW 142 AVE MIAMI FLORIDA 33186,Homeowner,Issued,No,01-31-2027
CR23002384,"5 OLIVE DRIVE CONDOMINIUM ASSOCIATION, INC.",5 OLIVE DRIVE HIALEAH FL 33010,Condominium,Issued,No,01-31-2027
CR23002385,"HARBOUR CLUB VILLAS CONDOMINIUM CORPORATION, INC.",1530 NE 105 STREET MIAMI SHORES FL 33138,Condominium,Issued,No,01-31-2027
CR23002386,"MERIDIAN HOUSE CONDOMINIUM ASSOCIATION, INC.",1540 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002388,"THE RESERVE AT DORAL EAST COMMUNITY ASSOCIATION, INC",7550 NW 107 PLACE DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23002389,"MIDBLOCK MIAMI CONDOMINIUM ASSOCIATION, INC.",3250 NE 1ST AVE MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23002390,WATERSTONE ESTATES,1355 WATERSTONE WAY HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002391,KEYSTONE TOWERS CONDO ASSN INC,2000 NE 135 ST NORTH MIAMI FL 33181,Condominium,Issued,No,01-31-2027
CR23002392,"TWO TEQUESTA POINT CONDOMINIUM ASSOCIATION, INC.",808 BRICKELL KEY DR MIAMI FL 33131,Condominium,Issued,No,01-31-2027
CR23002393,"FONTAINBLEAU LAKES GREENSPACE MAINTENANCE ASSOCIATION, INC.",5100 NW 114 AVE DORAL FL 33172,Master Association,Issued,No,01-31-2027
CR23002394,"LOUVER HOUSE CONDOMINIUM ASSOCIATION, INC.",311 MERIDIAN AVENUE BOCA RATON FL 33431,Condominium,Issued,No,01-31-2027
CR23002396,"SABAL CHASE HOMEOWNERS' ASSOCIATION, INC.",10999 SW 113 PL MIAMI FL 33176,Master Association,Issued,No,01-31-2027
CR23002397,"MIMO ON THE BEACH VII CONDOMINIUM ASSOCIATION, INC.",6930 BYRON AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002398,"THE ATRIUM AT AVENTURA CONDOMINIUM ASSOCIATION, INC.",3131 NE 188TH STREET AVENTURA FLORIDA 33180,Condominium,Issued,No,01-31-2027
CR23002401,"MIMO ON THE BEACH VIII CONDOMINIUM ASSOCIATION, INC.",6944 BYRON AVENUE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002402,"BELLAMARE AT WILLIAMS ISLAND CONDOMINIUM ASSOCIATION, INC.",6000 ISLAND BLVD AVENTURA FL 33160,Condominium,Issued,No,01-31-2027
CR23002403,"RIVIERA HOMES CONDOMINIUM ASSOCIATION, INC.",5901 NW 151 ST MIAMI FLORIDA 33014,Condominium,Issued,No,01-31-2027
CR23002405,THE IVY CONDOMINIUM ASSOCIATION INC.,90 SW THIRD STREET MIAMI FL 33130,Condominium,Issued,No,01-31-2027
CR23002407,"PINEWOOD GROVE HOMEOWNERS ASSOCIATION, INC.",9000 SW 152 ST MIAMI FLORIDA 33157,Homeowner,Issued,No,01-31-2027
CR23002408,"PALM BAY YACHT CLUB CONDOMINIUM ASSOCIATION, INC",780 NE 69 STREET MIAMI FLORIDA 33138,Condominium,Issued,No,01-31-2027
CR23002409,"JEFFERSONIAN CONDOMINIUM, INC.",1698 JEFFERSON AVE MIAMI FL 33139,Condominium,Issued,No,01-31-2027
CR23002410,"SABAL CHASE CONDOMINIUM ASSOCIATION (II), INC.",10999 SW 113 PL MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR23002411,"5252 PASEO CONDOMINIUM ASSOCIATION, INC.",5252 PASEO BOULEVARD DORAL FLORIDA 33166,Condominium,Issued,No,01-31-2027
CR23002412,"SABAL CHASE CONDOMINIUM ASSOCIATION (I), INC.",10999 SW 113 PL MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR23002413,"AVENTURA MARINA TWO CONDOMINIUM ASSOCIATION, INC.",3330 NE 190 STREET AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR23002414,"KINGS CREEK SOUTH CONDOMINIUM, INC.",7735 SW 86TH ST MIAMI FL 33143,Condominium,Issued,No,01-31-2027
CR23002416,"515 VALENCIA CONDOMINIUM ASSOCIATION, INC.",515 VALENCIA AVE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23002417,"ALAMEDA TOWER 3 CONDOMINIUM ASSOCIATION, INC.",5901 NW 151 STREET MIAMI LAKES FLORIDA 33014,Condominium,Issued,No,01-31-2027
CR23002419,"HEATHER WALK CONDOMINIUM, INC.",9017 SW 138 STREET MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR23002420,"ONE OCEAN CONDOMINIUM ASSOCIATION, INC.",1 COLLINS AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002421,"THOUSAND PINES HOMEOWNERS ASSOCIATION, INC.",13005 SW 107 CT MIAMI FLORIDA 33157,Homeowner,Issued,No,01-31-2027
CR23002422,"WESTLAND PARK CONDOMINIUM ASSOCIATION, INC. #9",1690 W 60 ST HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23002423,"SEASIDE TERRACE CONDOMINIUM, INC.",9241 COLLINS AVE HIALEAH FL 33010-1307,Condominium,Issued,No,01-31-2027
CR23002424,"SEACOAST 5700 CONDOMINIUM ASSOCIATION, INC.",5700 COLLINS AVENUE MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR23002425,"DOLPHIN VIEW CONDOMINIUM ASSOCIATION, INC.",7905 NORTWEST 8 ST MIAMI LAKES FLORIDA 33014,Condominium,Issued,No,01-31-2027
CR23002426,"THE LOFTS AT COLLINS CONDOMINIUM ASSOCIATION, INC.",8415 HARDING AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002427,"WINDS OF NOBE CONDOMINIUM ASSOCIATION, INC.",8300 CRESPI BLVD MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002428,"5350 PARK CONDOMINIUM ASSOCIATION, INC.",5350 NW 84 AVE DORAL FL 33166,Condominium,Issued,No,01-31-2027
CR23002429,"FOREVER ELEGANT CONDOMINIUM, INC.",12500 NE 5TH AVE MIAMI FL 33161,Condominium,Issued,No,01-31-2027
CR23002430,"THE COURTS AT SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",101 ALTON ROAD MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002433,"BLUE DIAMOND GREEN DIAMOND MASTER ASSOCIATION, INC.",4777 COLLINS AVE MIAMI BEACH FL 33140,Master Association,Issued,No,01-31-2027
CR23002434,"AVENTURA MARINA ONE CONDOMINIUM ASSOCIATION, INC.",3340 NE 190TH ST AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR23002435,"CORAL BAY RACQUET CLUB ASSOCIATION, INC.",7751 NE BAYSHORE CT MIAMI FL 33138,Condominium,Expired,Yes,01-31-2026
CR23002437,"EDGEWATER SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",1410 OCEAN DRIVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002438,"MYSTIC POINTE TOWER 400 CONDOMINIUM ASSOCIATION, INC.",3500 MYSTIC PT DR AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR23002439,"CASA BAHIA CONDOMINIUM ASSOCIATION, INC.",7171 BAY DRIVE MIAMI BEACH FL 33141,Condominium,Expired,Yes,01-31-2026
CR23002440,"ATLANTIS ON BRICKELL CONDOMINIUM ASSOCIATION, INC.",2025 BRICKELL AVENUE MIAMI FL 33129,Condominium,Issued,No,01-31-2027
CR23002441,"VILLA RUSTICA I CONDOMINIUM ASSOCIATION, INC.",18802 NW 57 AVE MIAMI FLORIDA 33015,Condominium,Issued,No,01-31-2027
CR23002442,"COLLINS PARK CONDOMINIUM ASSOCIATION, INC.",7824 COLLINS AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002443,THE PALACE CONDOMINIUM ASSOCIATION INC.,1541 BRICKELL AVE MIAMI FLORIDA 33129,Condominium,Expired,Yes,01-31-2026
CR23002444,"DRIFTWOOD COVE TOWNHOUSES, INC.",16501 N.E. 26TH AVENUE NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23002446,"PALM SPRINGS TOWNMHOMES CONDOMINIUM ASSOCIATION, INC.",655 WEST 68 STREET HIALEAH FL 33014,Condominium,Issued,No,01-31-2027
CR23002449,"ENCLAVE TOWER CONDOMINIUM ASSOCIATION, INC.",2150 BAY DRIVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002450,"NORTH CARILLON BEACH CONDOMINIUM ASSOCIATION, INC.",6899 COLLINS AVENUE MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR23002451,"GRAN PARAISO CONDOMINIUM ASSOCIATION, INC.",480 NE 31ST STREET MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23002452,"BEL-AIRE ON THE OCEAN CONDOMINIUM ASSOCIATION, INC.",6515 COLLINS AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002453,"THE PAVILION CONDOMINIUM ASSOCIATION OF MIAMI BEACH, INC.",5601 COLLINS AVENUE MIAMI BEACH FLORIDA 33140,Condominium,Issued,No,01-31-2027
CR23002455,"BRICKELL FOREST CONDOMINIUM, INC.","13595 SW 134 AVE,SUITE 108 MIAMI FL 33186",Condominium,Issued,No,01-31-2027
CR23002456,CORAL GATE EAST CONDOMINIUM ASSOCIATION INC.,6952 NW 186TH STREET CLUBHOUSE MIAMI FL 33015,Condominium,Issued,No,01-31-2027
CR23002457,"COUNTRY LAKE PATIO HOMES COMMUNITY ASSOCIATION, INC.",6771 NW 199 TERRACE MIAMI LAKES FLORIDA 33015,Homeowner,Issued,No,01-31-2027
CR23002459,"BLUE DIAMOND CONDOMINIUM ASSOCIATION, INC.","4779 COLLINS AVENUE, MIAMI BEACH FL 33140",Condominium,Issued,No,01-31-2027
CR23002460,"CARMEL LAKES PROPERTY OWNERS ASSOCIATION, INC.",20790 SAN SIMEON WAY MIAMI FL 33179,Master Association,Issued,No,01-31-2027
CR23002462,"EIGHT PALMS CONDO ASSOC, INC.",1000 5TH ST STE 200 MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002464,"KINGSTON SQUARE CONDOMINIUM, INC.",9300 SW 77TH AVE. MIAMI FL 33156,Condominium,Issued,No,01-31-2027
CR23002465,"ARTECITY PLAZA CONDOMINIUM ASSOCIATION, INC.",2160 PARK AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002467,"WISPERWOOD VILLAGE CONDOMINIUM ASSOCIATION, INC.",9301 S.W. 92 AVENUE MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR23002468,"GROVE ISLE ASSOCIATION, INC.",1 GROVE ISLE DR MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23002469,"VENETIA CONDOMINIUM ASSOCIATION, INC.",555 NE 15TH ST MIAMI FLORIDA 33132,Condominium,Issued,No,01-31-2027
CR23002471,"MEI CONDOMINIUM ASSOCIATION, INC.",5875 COLLINS AVENUE MIAMI BEACH FL 33140-2223,Condominium,Issued,No,01-31-2027
CR23002472,"VENEZIA LAKES HOMEOWNERS ASSOCIATION,INC",14341 SW 129 COURT MIAMI FL 33186,Homeowner,Issued,No,01-31-2027
CR23002474,PARK VILLAS CONDOMINIUM ASSOCIATION INC.,435 21ST ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002475,"CAMINO COURT CONDOMINIUM ASSOCIATION, INC.",8000 SW 81ST DR MIAMI FL 33143,Condominium,Issued,No,01-31-2027
CR23002476,"401 BLU OF NORTH BEACH CONDOMINIUM ASSOCIATION, INC.",401 69TH ST DORAL FL 33122-1901,Condominium,Issued,No,01-31-2027
CR23002477,"EAST SIDE CONDOMINIUM ASSOCIATION, INC.",55 EAST 4 ST MIAMI LAKES FLORIDA 33014,Condominium,Issued,No,01-31-2027
CR23002478,"ONE MIAMI EAST CONDOMINIUM ASSOCIATION, INC.",335 S. BISCAYNE BLVD. MIAMI FL 33131,Condominium,Issued,No,01-31-2027
CR23002479,"METROPOLIS I AT DADELAND CONDOMINIUM ASSOCIATION, INC.",9055 SW 73 CT MIAMI FLORIDA 33156,Condominium,Issued,No,01-31-2027
CR23002481,"BILTMORE VILLAGE CONDOMINIUM THE PEACOCK BUILDING ASSOCIATION, INC.",671 BILTMORE WAY CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23002483,THE PLATINUM CONDOMINIUM ASSOCIATION INC,480 NE 30TH ST MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23002484,"OCEANSIDE AT FISHER ISLAND CONDOMINIUM ASSOCIATION NO. FOUR, INC",7700 FISHER ISLAND DRIVE MIAMI FLORIDA 33109,Condominium,Issued,No,01-31-2027
CR23002485,BONTERRA NORTH HOMEOWNERS ASSOCIATION INC.,9501 W. 95TH CT HIALEAH FL 33018,Homeowner,Issued,No,01-31-2027
CR23002487,"ONE MIAMI WEST CONDOMINIUM ASSOCIATION, INC.",325 S. BISCAYNE BLVD MIAMI FL 33131,Condominium,Issued,No,01-31-2027
CR23002489,"PALM CREST VILLAS CONDOMINIUM ASSOCIATION, INC.",9001 S.W. 94 STREET MIAMI FL 33172,Condominium,Issued,No,01-31-2027
CR23002492,"BIMINI AT THE OASIS HOMEOWNERS' ASSOCIATION, INC.",344-350 NE 31ST CT HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002494,"CORAL ARMS CONDOMINIUM ASSOCIATION,INC.",3522 NE 166 ST NO MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23002496,"CHATEAU GROVE CONDOMINIUM ASSOCIATION, INC.",3265 VIRGINIA ST MIAMI FL 33133,Condominium,Closed,Yes,01-31-2025
CR23002499,"LAKEVIEW TOWNHOMES AT THE CALIFORNIA CLUB CONDOMINIUM ASSOCIATION, INC.",20820 SAN SIMEON WAY MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
